ASV_ID	arc_eval	bac_eval	euk_eval	mito_eval	eval_method
7b2ded7aabeca4fc3fadca18f5922301	1.3e-35	1.6e-95	NA	NA	barrnap:0.9
7b4e1a2e5ea9ed735669c8bb6d8d0e6d	1.4e-38	1.4e-93	NA	NA	barrnap:0.9
7b514eb948976949b633b397a9dd6759	1.5e-37	6e-100	NA	NA	barrnap:0.9
7b599bfb6cfbfed85c43a789cad4d916	3.3e-40	5.9e-102	NA	NA	barrnap:0.9
7b66db3ce1992e65b0b279ec85dc0b91	5.9e-36	1.4e-95	NA	NA	barrnap:0.9
7b82eef1f86848530eb3c82e089a0de7	3.8e-35	2e-103	NA	NA	barrnap:0.9
7b88602724d08d4ef30077db56258cd8	1.6e-42	1e-106	NA	NA	barrnap:0.9
7b8b04aabb5e13346d1b391278dad528	2.6e-36	1.4e-101	NA	NA	barrnap:0.9
7b8ee84198fb665c127b49505f5c3e46	3.7e-41	3.6e-99	5.9e-08	NA	barrnap:0.9
7b8f343348b87d7e2ac32a19f118852e	2.7e-36	8.4e-97	NA	NA	barrnap:0.9
7b953391d97f4b07f4b94ccddf7b2577	2.7e-38	9.2e-107	NA	NA	barrnap:0.9
7b968d45152da85165f665a72a704b74	7.6e-41	2.1e-104	NA	NA	barrnap:0.9
7ba22a7e694b536153a64f738561e99b	2.2e-35	1.2e-101	NA	NA	barrnap:0.9
7bbcc8f7baeacc610e11ddc184147960	1.7e-40	1.9e-99	NA	NA	barrnap:0.9
7bc20ef6bf03cf88717e671d3ffce55a	1.8e-35	3.7e-103	NA	NA	barrnap:0.9
7bc32f5149c74ede9d8a4d5f682b86c6	1.7e-38	3.1e-99	NA	NA	barrnap:0.9
7bd473243bd3ef925c178359e79c5a88	9e-41	2.4e-104	NA	NA	barrnap:0.9
7be546cf0d1143261f10a8368fa6cba4	7.6e-39	9.9e-98	NA	NA	barrnap:0.9
7bfa3b2f8076d82cfe1c0e0c345c159e	3.7e-34	8.1e-96	NA	NA	barrnap:0.9
7c1704a6845200f085751fb10a386b3f	2.2e-40	3.8e-104	NA	NA	barrnap:0.9
7c35e6a36d06cd6ad12aa195566c5d44	3.4e-39	4.6e-102	NA	NA	barrnap:0.9
7c68119280ff70408bd4da48c00d3ff5	6.3e-37	8.5e-104	2.2e-07	NA	barrnap:0.9
7c6d1c719005dc44b1dfb66d94fd4df0	3.3e-28	3.8e-88	NA	NA	barrnap:0.9
7c744be3efed340dd0131b037d66f46a	7.3e-35	4.7e-103	NA	NA	barrnap:0.9
7c76a25546276a960a71a26504074535	1.8e-36	1.3e-98	NA	NA	barrnap:0.9
7c79439b90c5d5c84800580cf8afefd7	1.5e-39	5.9e-98	NA	NA	barrnap:0.9
7c7c3ef495a2dc31bcde357248499a5a	7.5e-38	6.4e-91	NA	NA	barrnap:0.9
7c8fb5bec5b399c18f8ddd718e51d128	1.6e-40	1.8e-104	NA	NA	barrnap:0.9
7c982b154373fc90fa1a5fea49d730f2	1.3e-34	2.2e-90	NA	NA	barrnap:0.9
7cbee9ae07977870bbd5bdf047ac9824	1.9e-36	9.5e-101	NA	NA	barrnap:0.9
7cc6387f9a2180df2018dc26dcf8967c	2.8e-37	8e-100	NA	NA	barrnap:0.9
7cce138df4246ad34958343df424ff0b	1e-37	4.2e-98	NA	NA	barrnap:0.9
7cd0577e1823c2cc062f2f4e2668030c	8.7e-35	1.5e-89	NA	NA	barrnap:0.9
7cd193a78708cfee8915446b40b3a168	4.1e-40	6.5e-103	NA	NA	barrnap:0.9
7cd724c00ecd16db79b0b345cd8ddc75	1.5e-39	8.3e-103	NA	NA	barrnap:0.9
7cf829aa11a2605a0747c998aaad8846	3e-38	3e-101	NA	NA	barrnap:0.9
7cfd95372c81128289835d20012b1171	3.8e-36	6.1e-88	NA	NA	barrnap:0.9
7d049d62c50b616b88718eae59e763dc	3.4e-34	2.9e-103	NA	NA	barrnap:0.9
7d0e45ba134e6566f234b3a5bf8671a9	2.9e-35	1.8e-97	1.3e-08	NA	barrnap:0.9
7d1194d1dfa5694482a66ad36e92757d	3.4e-39	5.1e-105	NA	NA	barrnap:0.9
7d1dd431988184ae790e4b0bcc8c2e24	1.4e-38	3.7e-103	NA	NA	barrnap:0.9
7d1e0439bb6946534474df1bcb224dfb	4e-35	1.5e-92	NA	NA	barrnap:0.9
7d1fdf252b49fc00c3bd500e0eb719a6	6.5e-43	1.9e-107	NA	NA	barrnap:0.9
7d408f152535b8ef4cf35a938fc1e025	1.5e-38	5e-96	NA	NA	barrnap:0.9
7d43ff208252cb703c42a7bb883de70f	7.9e-40	1e-103	NA	NA	barrnap:0.9
7d5c665912eef1e85233aa9531c53bab	7.1e-33	1e-84	NA	NA	barrnap:0.9
7d5cb8b3c8ad49926d9e73224695a5e9	4e-41	6.8e-101	4.3e-07	NA	barrnap:0.9
7d76e6bea25b2e1dd1fdd0b83eeb584c	5.3e-39	3.7e-98	NA	NA	barrnap:0.9
7d88b53f36a04c8f253c6fd6d4e7b3ac	4.1e-41	4e-101	NA	NA	barrnap:0.9
7dbe7a6b9d3a2f071435e618cde5ca2e	1.6e-35	3.1e-96	NA	NA	barrnap:0.9
7dc0ca2bda69bc006a7cfceb8aba55eb	4.3e-47	3.5e-98	NA	NA	barrnap:0.9
7dc50f80f52004021c0ecf358d627bfa	3.4e-42	2.2e-100	NA	NA	barrnap:0.9
7dd716174942b3b5de983ebec5e81b24	2.9e-39	2e-101	NA	NA	barrnap:0.9
7dda26f06e58698de8f2e53bb4e8d3f9	3.3e-39	1.8e-94	NA	NA	barrnap:0.9
7ddde005a382ea681a9ae8aee6afb785	9.2e-38	1.9e-103	NA	NA	barrnap:0.9
7defbce60db4b876494618338ce4bcb9	2.3e-35	3.1e-98	NA	NA	barrnap:0.9
7df72782ab9b3565db8d0e4c929f209e	1.4e-39	1.5e-100	NA	NA	barrnap:0.9
7df79eb17856f33e9e37ddff3aa9f813	2.2e-36	8.7e-102	NA	NA	barrnap:0.9
7e1894fdd888072323649cf989c5373f	5.8e-37	4.8e-97	NA	NA	barrnap:0.9
7e269e0594c1a87b3f329618c666faec	7.2e-39	2.6e-101	1.1e-07	NA	barrnap:0.9
7e32c53f462dd37bc6aef2190495435e	8.6e-36	6.4e-99	NA	NA	barrnap:0.9
7e36b630b9064949ee96662714c4ae5a	4.7e-31	7.2e-93	NA	NA	barrnap:0.9
7e3e77021c0de79c4a484a6b934962ff	3.3e-40	1.5e-102	NA	NA	barrnap:0.9
7e4248cbf03f695ca0c0a26afb8c7f71	3.4e-37	3.9e-88	NA	NA	barrnap:0.9
7e551aac2b69d86c54b90f39f28fdc9b	9.6e-39	3.6e-98	NA	NA	barrnap:0.9
7e6414aba32d264eb48f7fde62aa30d7	1.3e-35	1.6e-100	NA	NA	barrnap:0.9
7e6f1ec353079b1523e072ed19bf9c37	2.2e-35	4.6e-96	NA	NA	barrnap:0.9
7e96a9a54c2fba13b814e2ada29a4907	1.5e-37	5.5e-105	NA	NA	barrnap:0.9
7ec840a883d94104f134eb3d1425964d	1.7e-34	4.3e-92	NA	NA	barrnap:0.9
7ed83ae7067ebc2f1590ab4fffcc788c	2.1e-37	3.1e-100	NA	NA	barrnap:0.9
7ed9baa24039224da3ac38476364f0b9	2.9e-25	7.2e-54	NA	NA	barrnap:0.9
7edccaae9cd46c3a59e2166c8b091c58	8.1e-38	4.6e-101	NA	NA	barrnap:0.9
7edd2386f095589cafc652b5e7e79d3c	2.2e-39	7.9e-101	NA	NA	barrnap:0.9
7ee002ae20178ac9622e3f4f45df8797	4.4e-34	2.3e-95	NA	NA	barrnap:0.9
7f334b6a53fed9df6cc42f3b3ef34f2e	3.1e-41	2.6e-100	NA	NA	barrnap:0.9
7f6856b6314c39f019320b919470b1d5	1.1e-37	4e-98	NA	NA	barrnap:0.9
7f71acb9726ba140df179167388d54f2	5.8e-42	4.5e-101	2.5e-08	NA	barrnap:0.9
7f84e334db7c23b705035e262557ede3	6.5e-38	4.6e-105	NA	NA	barrnap:0.9
7fb7fe9be6fd9b2b16856b290d40ccd1	8.8e-36	4.7e-94	NA	NA	barrnap:0.9
7fbd3066098f6a349819cb040b9ccfc2	3.6e-34	1.2e-96	NA	NA	barrnap:0.9
7fc6574e9e3f1d494c5ad1b9c67ceb48	5.2e-33	1.7e-87	NA	NA	barrnap:0.9
7fd8208bffd040cb4b4d956c97823f4d	7.5e-39	5.5e-104	NA	NA	barrnap:0.9
7fed06a0fcf9a1f87919635518463904	2.5e-40	1.4e-101	NA	NA	barrnap:0.9
7ff5afde2dfe8b3d98533bbac090428f	9.4e-41	5.5e-99	2.6e-09	NA	barrnap:0.9
7fff6a60daa3bdaf14ab2c6bea9f61c5	9.6e-37	6.5e-101	NA	NA	barrnap:0.9
80024d116c6796ed760f965cb7b418e8	2.6e-38	9.5e-103	NA	NA	barrnap:0.9
800989bc4ef2f7762f998964c80f0700	4.7e-34	5.3e-98	NA	NA	barrnap:0.9
800b0fb2c7e168019fef8909a81d15ca	2.9e-41	1.2e-104	NA	NA	barrnap:0.9
8030636f8b8bd06244d8e040191f7afc	1.3e-38	7.3e-106	NA	NA	barrnap:0.9
803ed730f61529e1e0b38e647b67fcd3	1.3e-40	8.1e-101	NA	NA	barrnap:0.9
803f497a4bc86a65b8893d944378aa1c	7.8e-20	1e-40	NA	NA	barrnap:0.9
80438d7aedc9b3aaccb7a73347b5e935	9.3e-40	1.2e-101	6.3e-07	NA	barrnap:0.9
804872d0c87100e6409f9cf4371ece48	5.8e-38	2e-90	NA	NA	barrnap:0.9
804f8a01382792be5c3aea58f150a05c	7.6e-35	1.6e-98	NA	NA	barrnap:0.9
80544b38eb9914258325f250fd1e33f6	3.9e-34	1.7e-98	NA	NA	barrnap:0.9
805cc6778867795a4098bde845d458f0	9.4e-40	1.5e-100	NA	NA	barrnap:0.9
80821a47466f2707b27bc39555021b49	8.2e-37	2.2e-104	NA	NA	barrnap:0.9
8089ebf9346f4e239318a9e81b92a0d7	1.7e-41	8.1e-95	NA	NA	barrnap:0.9
808a4daddd10a79ae06f2d689e249d49	1e-35	2.2e-91	NA	NA	barrnap:0.9
80a5cc1d44293396c9437fc645e969fc	3.4e-35	1.9e-101	NA	NA	barrnap:0.9
80a8ee260451007cee1092a48d67b80d	1.6e-36	1.3e-100	NA	NA	barrnap:0.9
80b850841461d9e60f8b0a5e66d117f1	1.3e-39	4.1e-101	NA	NA	barrnap:0.9
812362cfd718a959b7d8c1a582302576	3.2e-39	5e-103	NA	NA	barrnap:0.9
812433dca77bf70c8f0ac9b499bc6344	1.4e-38	1.4e-91	NA	NA	barrnap:0.9
81280a95d755ea6c9dac92860f575fb0	1.5e-39	1.1e-99	5e-07	NA	barrnap:0.9
81288df612a23e3d0cb2c559fe7f1f8e	1e-31	6e-84	NA	NA	barrnap:0.9
812f51ca8ec012648dbde61f7582fd95	6.9e-44	4.4e-102	NA	NA	barrnap:0.9
815001a986143f7978519b904710385d	4.3e-38	5.5e-95	NA	NA	barrnap:0.9
817326afdfc43a7f112c64458fe06812	9.3e-39	3.3e-98	NA	NA	barrnap:0.9
8187ba697202b23c331b3541722ab117	8.1e-39	3.2e-100	5.6e-07	NA	barrnap:0.9
81a8ccc7f1f05fd3ca38e3d84dc22388	1.4e-36	1.9e-88	NA	NA	barrnap:0.9
81ac118d04f091d0a3dc8deaa32c626e	1.5e-35	7.6e-97	NA	NA	barrnap:0.9
81b0c0dd7e1c637d0e35e6d03c5034d1	1.6e-38	3.4e-100	9.1e-07	NA	barrnap:0.9
81e0a40cb7d710252f1ae3c0137d3b8d	3.4e-33	8e-89	NA	NA	barrnap:0.9
82001b8eb52864e35750488224f98036	2.2e-39	9.3e-103	NA	NA	barrnap:0.9
82240224ac4b40e2bc866edc9b7963e3	1.9e-34	2.8e-91	NA	NA	barrnap:0.9
8236f13336268e221cdd50424124cba1	1.1e-36	3.1e-97	NA	NA	barrnap:0.9
823b57eeabddfbee1a1bd3154cb40ecb	8e-40	7.5e-94	NA	NA	barrnap:0.9
823fb619f348fbd901eed5e8d4eabc60	1e-33	1.1e-98	NA	NA	barrnap:0.9
8252c2ad4a0c65451418b85426a5cf4b	1.2e-37	1.1e-103	NA	NA	barrnap:0.9
825d15d7a1cb8771617e181cf68ebb4a	4.8e-39	3e-103	NA	NA	barrnap:0.9
8261cf7d4c8b1e18911069d9a7e46a64	1e-36	9.1e-94	NA	NA	barrnap:0.9
82642bb2ed4b8db82a4c8c6e73850b71	4.6e-38	6.6e-94	NA	NA	barrnap:0.9
8268fd2dcf6a71917764b773040f4a6d	9.9e-40	1.6e-103	NA	NA	barrnap:0.9
826c951c2039f9475349b3e83e6d3ae8	5.2e-39	7.3e-95	NA	NA	barrnap:0.9
8273aaee0788c3cc7453b6e05d960a81	2.8e-34	1e-93	NA	NA	barrnap:0.9
82be7797f4cfec6f028ab255f1bcafef	5.1e-40	8e-100	NA	NA	barrnap:0.9
82e3f1c573966cdc1e08fd1e7f7f5481	5.4e-41	1.8e-102	NA	NA	barrnap:0.9
82e877098a9ffb8dc42959f1284709ec	1.9e-37	6e-100	1.5e-07	NA	barrnap:0.9
82f0f3d31bb474bd3dce08d7a6b6eed6	1.8e-37	2.9e-96	NA	NA	barrnap:0.9
83107e9beb8ff2158892f2017b5e6871	2e-42	7.9e-94	NA	NA	barrnap:0.9
83128c3fa59a47ea131bff4548241287	4.7e-45	1.5e-106	NA	NA	barrnap:0.9
8322218563b33f3b8214730d9f8b06fd	5.9e-38	5.7e-105	NA	NA	barrnap:0.9
83249c994408f0d0fa93a4c64340c872	2.3e-36	2e-100	5.3e-07	NA	barrnap:0.9
83273b792e7a9e92b0f22d3db4f4a4a7	1.7e-38	1.2e-90	NA	NA	barrnap:0.9
833bc472deda3b4c8a4295b5bba3d677	3.2e-38	2.9e-98	NA	NA	barrnap:0.9
834155e2fb4a11c2436a0e2143ea7b2c	5.9e-37	3.9e-102	NA	NA	barrnap:0.9
83531f68f95bb7bcd1b33f7142b6ee11	5e-40	8.1e-100	3.4e-07	NA	barrnap:0.9
8398fb7a91eaec654503a8bdfa824509	6.8e-36	1.8e-91	NA	NA	barrnap:0.9
839fc2a55283b88ec23d2e9211d53e48	4e-38	4.3e-101	NA	NA	barrnap:0.9
83a1fcbcf055ddcdfebc6bed637b23fd	5.1e-38	1.2e-101	NA	NA	barrnap:0.9
83a89ed5df990f075780b6f48b933f26	4.6e-35	3.4e-101	NA	NA	barrnap:0.9
83a8e58b807f11199b91495e13cdd82c	2.9e-35	3.3e-103	NA	NA	barrnap:0.9
83c67607112bfdd36dccbae9b6959178	3.2e-43	2.9e-108	NA	NA	barrnap:0.9
83f1dd869a8580d68b2486aff26a4189	6.2e-39	6.6e-100	NA	NA	barrnap:0.9
83f269cf1be91148130b9c6d49b91b7d	4.4e-45	5.7e-105	NA	NA	barrnap:0.9
8407dd9ad334e3f0edebe08127c79286	4.4e-39	9.1e-103	NA	NA	barrnap:0.9
842e5775b55f45a9d7192745ea8eab48	4.9e-42	5.7e-94	NA	NA	barrnap:0.9
8438709eb96b755526552f756d006bf2	5.1e-34	3.9e-97	NA	NA	barrnap:0.9
843f925ef66e3b313bf956d2c1eb734e	4.5e-35	1.3e-91	NA	NA	barrnap:0.9
845e90ddd247476da3e3aaed0a13c2fa	1.7e-34	1.5e-93	NA	NA	barrnap:0.9
8471519698be16dcc25da91e7f5e0c0e	4e-44	7.3e-102	NA	NA	barrnap:0.9
84b812cf993b3787b1aae10ab6f23cca	1.5e-34	3.4e-91	NA	NA	barrnap:0.9
84dca9b279987988c629fd392b6c0357	2.2e-37	1.2e-98	NA	NA	barrnap:0.9
84dfbdef8bcf674153f62dc370d76e92	1.2e-39	4.5e-104	NA	NA	barrnap:0.9
84e325578d001f798d77e399b4114f84	3.2e-41	3.3e-100	NA	NA	barrnap:0.9
84f6bf6d7421ee81464967d9e21c3ba9	4.9e-39	8.8e-102	NA	NA	barrnap:0.9
8501a782284ccd6ca97e04ea83502ed6	1.3e-36	9.5e-107	NA	NA	barrnap:0.9
8501c37c4c367d3805847ed6fb4895f6	2.9e-34	5.2e-105	NA	NA	barrnap:0.9
8504469afb0a6ed72e5891d20345309b	1.9e-41	2.2e-100	NA	NA	barrnap:0.9
851dd20f40c5d4085a3c839059113a81	3e-35	5.6e-93	NA	NA	barrnap:0.9
852348b623d8a4b5328fa4f399433d78	4e-35	8.8e-103	3.6e-08	NA	barrnap:0.9
852c53bc3f7cf8b12b7da6a7356351ce	2.7e-39	2.6e-105	NA	NA	barrnap:0.9
8578ce4746136563f8fe1ebdabcfd2f8	1.1e-38	1.6e-98	NA	NA	barrnap:0.9
857d04a34e4879059b5dc94615e3fdfb	3.3e-38	6.7e-100	NA	NA	barrnap:0.9
859a9b6903873a825a47738757e2ed63	5.4e-36	2.6e-105	NA	NA	barrnap:0.9
85b204d0e078c7b08f5e6455fa46c763	3.5e-38	2.9e-105	NA	NA	barrnap:0.9
85bccb4546e7b42049cb2620079567e0	1.1e-36	1.4e-91	NA	NA	barrnap:0.9
85ccdc35b077136070d27afb7964f702	7.3e-40	3e-101	NA	NA	barrnap:0.9
85cf5b4dc4a4a05520916e52a4eb8320	6.6e-36	2.5e-93	NA	NA	barrnap:0.9
85d16682cc3f5e57a8bb68e2832daa3e	3.6e-43	5.5e-102	NA	NA	barrnap:0.9
85d2cdcb5f2a99e8e280543b8e3e0d19	3.2e-39	5.5e-100	NA	NA	barrnap:0.9
860bafda75d3d065427c4b18978284aa	2.8e-36	1.5e-95	NA	NA	barrnap:0.9
8633fd6324ebc255f6c0f1198aabcac7	1.1e-39	1.1e-98	NA	NA	barrnap:0.9
863847dbddc11eba3b86e6d3c68050ff	3.2e-39	3.1e-102	NA	NA	barrnap:0.9
863e357f997f48cda49bcad616c02eb1	1.1e-35	9.8e-99	NA	NA	barrnap:0.9
865af23cfd012bb7602050a343ff3872	1.4e-37	4e-101	NA	NA	barrnap:0.9
86698c2d769bc7bb9d93b77e0f5ecedb	4.2e-40	8.8e-98	NA	NA	barrnap:0.9
86aab707843463f63acfca4edecd6c75	2.2e-37	6.4e-100	7.8e-07	NA	barrnap:0.9
86c4a757c2c67b1889a0460a9e0ed9d8	5.7e-34	2.2e-99	NA	NA	barrnap:0.9
86d32b8d54b738dbbefa8841e56de2ec	2.9e-39	7.7e-100	NA	NA	barrnap:0.9
86e0948f5629029a85aa58558dac4d36	2.6e-43	1.4e-102	NA	NA	barrnap:0.9
86ecf218da85c93ca99e067c9432d884	1.7e-36	1.5e-101	NA	NA	barrnap:0.9
86f394cae580ec7f9221eacd642dff74	3e-35	3e-98	NA	NA	barrnap:0.9
873a17d90a583563aa904d012aede7c5	5.6e-41	2.8e-101	NA	NA	barrnap:0.9
8744a82866cd29bdaa6b1a151679d83f	2.2e-38	1.3e-103	NA	NA	barrnap:0.9
874ac3f591af5073e420cdcfb1f9e599	4.3e-41	7.2e-100	3.4e-07	NA	barrnap:0.9
8767f31078c4f501a0201a791d9269ee	2e-37	3.2e-106	NA	NA	barrnap:0.9
87680a3d1f874ddf10c6e37212abb2bc	8.4e-38	1.3e-93	NA	NA	barrnap:0.9
87753a34ef43e2cc3222caa57c67c5d3	9.3e-38	3.2e-106	NA	NA	barrnap:0.9
8778dab84daf9e155fbfa0242d8e07ff	1.3e-35	1.5e-99	NA	NA	barrnap:0.9
87be2b332bc33daed07522c812a1221c	1.4e-38	8.7e-104	NA	NA	barrnap:0.9
87bf1986e535658763f4e3b1d5ef8b11	1.4e-38	2.5e-100	NA	NA	barrnap:0.9
87c65c5f9b6a5f0381782b0f4a0d5013	1.5e-40	4e-104	NA	NA	barrnap:0.9
87e90747385d2cdfeb576ca2f74a537a	1.3e-40	1.5e-90	NA	NA	barrnap:0.9
87eddd26b873ec33582c601ce8574969	2.7e-35	2.7e-91	NA	NA	barrnap:0.9
8856029dd2a62eb6d879d3dc2c72dfe8	3.8e-40	1.9e-102	NA	NA	barrnap:0.9
886dc6aeece19290ee3f18ba861ceaa8	2.7e-38	4.7e-101	4.7e-08	NA	barrnap:0.9
88790bac1f46c2d0f45de01893596707	3.5e-33	5e-94	NA	NA	barrnap:0.9
889f1c2c34301099f41f3c2c9bca5b33	8e-34	2.3e-87	NA	NA	barrnap:0.9
88bd36f987f6a5614dcc63b9a28f5636	2.8e-32	2.9e-94	NA	NA	barrnap:0.9
88c97465ada6a8d34941acf373541a2d	1.3e-36	1.7e-104	NA	NA	barrnap:0.9
88c9d25628c250ad5ecabaf6f278de77	4.6e-36	1.4e-101	NA	NA	barrnap:0.9
88cbd19d63e13b6ea235b0c03abf041d	4.5e-38	1.7e-98	NA	NA	barrnap:0.9
88d2b7b9b29c77495beed0a7c779739e	9.4e-34	4.3e-92	NA	NA	barrnap:0.9
88debbb1b6f47566b52ebe7f6425e0d1	1.6e-35	1.7e-95	NA	NA	barrnap:0.9
88e9d46fabf645be0e515260603e88b8	4.7e-20	3.3e-41	NA	NA	barrnap:0.9
88f0559e0eb6250f1ad827560c46f303	2.5e-37	6.5e-99	NA	NA	barrnap:0.9
88f7fdecf5ea99832bc32e7dd9904e5d	1.3e-35	6.8e-97	NA	NA	barrnap:0.9
88fcf66e0fe12b193f7e5472b2eb83ee	1.1e-31	7.9e-85	NA	NA	barrnap:0.9
890850d3586baf6cab161df2e8b0c7cd	5e-46	1.6e-105	1.8e-07	NA	barrnap:0.9
890a5f9564cc2698884ea1a569007587	7.8e-36	9.4e-99	NA	NA	barrnap:0.9
89122bbf56eac2d8fe945bd63331bf82	3.2e-38	1.7e-98	NA	NA	barrnap:0.9
893592eb9768438d9994e051f530375d	1.3e-40	1e-102	NA	NA	barrnap:0.9
893a7d80916c12edcc66714deca18dd5	2.3e-33	3.4e-93	NA	NA	barrnap:0.9
896dcd778b0163f5825ecb0917a9ba3b	1.2e-35	2.3e-94	NA	NA	barrnap:0.9
898a87a812cdcd9f37eb9fdf002819b9	8.6e-26	2.2e-76	NA	NA	barrnap:0.9
899d004ef011fb050cc1910f2e728d0c	3.5e-34	5.7e-99	NA	NA	barrnap:0.9
89b3457d1512e796994f56008666c337	3e-36	2.9e-105	NA	NA	barrnap:0.9
89c33b2d7f57fdece41e680b6378ff89	2.5e-38	1e-106	NA	NA	barrnap:0.9
89ccb64c9b84647f50ddaaf84dd2204d	3.2e-35	5e-95	NA	NA	barrnap:0.9
89d17102ba710933b28bd0e7be6090a8	1.9e-37	7.9e-101	NA	NA	barrnap:0.9
8a00867e97be9c62e6e896573add5a25	3e-36	6.7e-90	NA	NA	barrnap:0.9
8a1228653de051a286a8f906d4f75a87	7.4e-37	3.7e-100	NA	NA	barrnap:0.9
8a2cc4823c64439c444ca98e65c94bba	8.7e-35	3.8e-97	6.6e-08	NA	barrnap:0.9
8a376e91ff2c6696c1662fab22a95347	1.4e-40	7.1e-99	3.8e-08	NA	barrnap:0.9
8a5247142b343ea1e593cf8bfd15e851	2.6e-39	4.1e-98	NA	NA	barrnap:0.9
8a7180f642c6cfe389bf0054632bb492	2.9e-34	1.9e-94	NA	NA	barrnap:0.9
8a7b2c21f1b0897190867d77d3dfa89e	2.3e-39	6.3e-101	NA	NA	barrnap:0.9
8a87e3083f6e431db39aff792d46ebf0	2e-42	2.6e-105	NA	NA	barrnap:0.9
8a97b265439f879e6ec9a339beed389e	1.7e-37	4.3e-100	6e-07	NA	barrnap:0.9
8aba89c76ff27690b60155a01dee1678	2.6e-35	5.2e-93	NA	NA	barrnap:0.9
8acb86791038e789a7cccfd34194dc2d	1.8e-39	9.3e-94	NA	NA	barrnap:0.9
8ad659e495a49340a6a9d22d6043ed71	2.2e-34	1.8e-93	NA	NA	barrnap:0.9
8ae69c127f39d52453252e50960695f7	3.3e-33	1.4e-100	NA	NA	barrnap:0.9
8b00675c188102074e3a9f9dc9953330	3.4e-33	6.6e-99	NA	NA	barrnap:0.9
8b0de8205bb4b3e3b67e6e971046ef04	2e-35	5.1e-91	NA	NA	barrnap:0.9
8b399bb5e8a31102dd79a917ece53bad	5e-38	1.9e-100	NA	NA	barrnap:0.9
8b4b77b58522f8614c6fd7cbd20bdaab	3.4e-26	7.4e-54	NA	NA	barrnap:0.9
8b550b0bc7b3024c5cb0b6b91d9a03f2	2.1e-36	4.8e-100	NA	NA	barrnap:0.9
8b660a16f485f4e9f73b0db2a193ca45	8.5e-35	2.9e-105	NA	NA	barrnap:0.9
8b699b530399f2c002ce8092030b1695	4.6e-40	2.2e-101	NA	NA	barrnap:0.9
8b74abb8837150f37b247354089ac990	1.9e-36	7.5e-93	NA	NA	barrnap:0.9
8b751e99663cff05b2970cb031a1b3ed	6e-42	3.3e-104	NA	NA	barrnap:0.9
8b863db3c0fa7b2dfb57504009458671	1.9e-27	1.4e-92	NA	NA	barrnap:0.9
8beca1b2effbc33f82bfeac84b8f95d5	1.4e-38	2.9e-101	NA	NA	barrnap:0.9
8bf6eb4dbd7b5589afee3c61db488a2f	1.6e-38	7.9e-104	NA	NA	barrnap:0.9
8c01ab9830bd88ef41c63b5fed7c1811	2.6e-41	5.5e-102	NA	NA	barrnap:0.9
8c367ef2b5e0a72c94fef96dfb710536	5e-38	1.1e-105	NA	NA	barrnap:0.9
8c431bf6ebd8d427763cd2a3a9fb5d29	1.2e-35	4.7e-93	NA	NA	barrnap:0.9
8c434a83e7039474e46b47720ffeb2ec	2e-34	1.1e-93	NA	NA	barrnap:0.9
8c51d6b5e96201d09e9a47ae297ab3e2	6.9e-35	1.8e-103	NA	NA	barrnap:0.9
8c63b6c34307dddd8477ba30b45e30aa	5.1e-37	1.3e-101	NA	NA	barrnap:0.9
8c8666262605583fb590cd9f4ae59953	1.4e-33	1.6e-90	NA	NA	barrnap:0.9
8cc42a0f69d383f9e19fb4c34a7739db	5.7e-37	2.1e-95	NA	NA	barrnap:0.9
8cc5aa3fe7dd47ef53fd9c1ed778c17a	7.5e-37	6.1e-97	NA	NA	barrnap:0.9
8cf163a4e8b86e307c77fc0b18c34006	9.3e-41	3e-91	NA	NA	barrnap:0.9
8d0438cc7f58621aa9a751e08489e554	1.4e-34	5.9e-103	NA	NA	barrnap:0.9
8d080197cf8a42d95d55f2d23adc994b	3.4e-33	1.9e-101	NA	NA	barrnap:0.9
8d168156a6120082c9f267bb114f1b1d	2.3e-40	4e-102	NA	NA	barrnap:0.9
8d354910ba2f4c089621113e0962387e	1.2e-38	1.4e-103	NA	NA	barrnap:0.9
8d35904e15f71d5bb83f50928cc76a9f	3.7e-34	1e-91	NA	NA	barrnap:0.9
8d35f1f3c537bfe0aafda565513faeb6	1.7e-38	5e-97	NA	NA	barrnap:0.9
8d3e97e2b43075c1ac64c8dbe16fb43f	1e-36	1.2e-99	NA	NA	barrnap:0.9
8d47e2165fa5ffa9ced8bcd4193aedc2	4.4e-39	3.3e-99	2.2e-07	NA	barrnap:0.9
8d5eec123888967641e70e9ddd938ebc	2e-39	2.2e-99	7.5e-07	NA	barrnap:0.9
8d6a977c089dcb6f5a04318702c03bd7	2.1e-41	4.8e-100	NA	NA	barrnap:0.9
8d6ac17f756b3721c90373d5ac92f950	1.1e-33	7.7e-85	NA	NA	barrnap:0.9
8d70191dccdff466bbe8ccfa09866697	2e-37	2.5e-88	NA	NA	barrnap:0.9
8d71c23d887b13e0b760f36fa037209a	4.3e-35	5.8e-97	NA	NA	barrnap:0.9
8d733ce3c7d13530cf13da69e00afd59	1.5e-39	3.3e-103	NA	NA	barrnap:0.9
8d7faa4fe1fed789a7cb68cd4250eeed	3.2e-40	3.5e-98	NA	NA	barrnap:0.9
8d859785a6e87c54efa0041c10981108	2.1e-38	4.7e-102	NA	NA	barrnap:0.9
8db40e6df511dc230d4973119c3a6fde	4.3e-34	5.2e-89	NA	NA	barrnap:0.9
